# Net 0, Net 1, Net 2, Net 3, Net 4, Net 5, Net 6, Net 7, Net 8, Net 9, Net 10, Net 11, Net 12, Net 13, Net 14, Net 15, Net 16, Net 17, Net 18, Net 19, 
4.401122283935546875e+01,1.281199336051940918e+00,9.245693206787109375e+00,1.906586140394210815e-01,3.165385425090789795e-01,2.077419757843017578e-01,1.371175944805145264e-01,1.597151756286621094e-01,1.393588423728942871e+00,1.243991479277610779e-01,1.604193747043609619e-01,1.396424472332000732e-01,1.500805765390396118e-01,4.920272529125213623e-02,5.144867300987243652e-01,1.202944278717041016e+00,1.088554412126541138e-01,1.002556234598159790e-01,6.275012344121932983e-02,3.896120935678482056e-02
2.366667509078979492e+00,3.653180003166198730e-01,8.980808854103088379e-01,6.688386946916580200e-02,2.035931050777435303e-01,4.131981730461120605e-02,4.827238991856575012e-02,7.575835287570953369e-02,1.836763769388198853e-01,4.711587727069854736e-02,8.808939158916473389e-02,4.465110227465629578e-02,7.704830914735794067e-02,6.293892860412597656e-02,1.029697954654693604e-01,4.779363274574279785e-01,6.354161351919174194e-02,5.025053769350051880e-02,4.216064512729644775e-02,2.902053296566009521e-02
6.128018498420715332e-01,1.639596223831176758e-01,4.284975826740264893e-01,5.219564959406852722e-02,1.009342670440673828e-01,4.035565257072448730e-02,1.986991241574287415e-02,3.823675215244293213e-02,6.595255434513092041e-02,4.036273807287216187e-02,5.918136239051818848e-02,2.630715072154998779e-02,5.228568241000175476e-02,3.188469260931015015e-02,5.172639340162277222e-02,2.490328848361968994e-01,4.379399120807647705e-02,3.828785568475723267e-02,3.132125735282897949e-02,3.143448382616043091e-02
2.308679223060607910e-01,1.228473335504531860e-01,2.385223805904388428e-01,3.041556850075721741e-02,7.862581312656402588e-02,2.695946022868156433e-02,3.535619005560874939e-02,4.936634376645088196e-02,3.975467383861541748e-02,3.181079030036926270e-02,4.052514582872390747e-02,2.412460744380950928e-02,4.055143147706985474e-02,2.652897872030735016e-02,5.325896665453910828e-02,1.605165898799896240e-01,2.690999209880828857e-02,3.023940511047840118e-02,2.598805353045463562e-02,2.382681146264076233e-02
1.248979866504669189e-01,8.432722836732864380e-02,1.180354878306388855e-01,2.550200000405311584e-02,7.056609541177749634e-02,2.592809312045574188e-02,2.640057355165481567e-02,3.219080343842506409e-02,3.350047022104263306e-02,2.552984654903411865e-02,3.334341943264007568e-02,2.616406604647636414e-02,4.475827887654304504e-02,2.443324029445648193e-02,3.832666203379631042e-02,1.120930835604667664e-01,2.276228740811347961e-02,3.562194854021072388e-02,2.393805608153343201e-02,2.659652009606361389e-02
7.283880561590194702e-02,6.378728151321411133e-02,6.889523565769195557e-02,2.010261826217174530e-02,6.027317047119140625e-02,2.175153046846389771e-02,2.133499644696712494e-02,3.190068900585174561e-02,2.635774016380310059e-02,2.664706856012344360e-02,4.235658794641494751e-02,2.076914347708225250e-02,3.301570937037467957e-02,2.469310909509658813e-02,3.799955546855926514e-02,7.902990281581878662e-02,2.266607433557510376e-02,2.975359931588172913e-02,2.244627103209495544e-02,2.559045329689979553e-02
7.671326398849487305e-02,5.705048143863677979e-02,5.705419182777404785e-02,1.856460981070995331e-02,4.319167137145996094e-02,2.051431685686111450e-02,2.351592853665351868e-02,2.801962196826934814e-02,1.846961863338947296e-02,2.818614803254604340e-02,2.581021189689636230e-02,2.794578298926353455e-02,2.829311043024063110e-02,2.087256126105785370e-02,3.726278617978096008e-02,6.021277606487274170e-02,2.679764106869697571e-02,2.787197008728981018e-02,2.006829530000686646e-02,1.890501566231250763e-02
6.024103611707687378e-02,6.196275353431701660e-02,5.711829662322998047e-02,1.783685013651847839e-02,4.528817534446716309e-02,2.020216360688209534e-02,1.784773543477058411e-02,2.842083573341369629e-02,2.282997965812683105e-02,2.465688250958919525e-02,2.394238300621509552e-02,1.677751168608665466e-02,2.481328509747982025e-02,2.158389985561370850e-02,2.801987528800964355e-02,4.379250854253768921e-02,2.311846986413002014e-02,3.053461201488971710e-02,2.298035845160484314e-02,2.753639966249465942e-02
5.628454312682151794e-02,4.831232503056526184e-02,3.925716876983642578e-02,2.000341936945915222e-02,4.769436269998550415e-02,1.857586391270160675e-02,1.893073879182338715e-02,2.157835103571414948e-02,1.831194572150707245e-02,1.626207493245601654e-02,2.280640229582786560e-02,2.031891420483589172e-02,2.223942428827285767e-02,1.906408183276653290e-02,2.551227062940597534e-02,3.855604678392410278e-02,2.278047427535057068e-02,2.625487744808197021e-02,1.769166439771652222e-02,2.210260368883609772e-02
4.376455396413803101e-02,4.141075909137725830e-02,3.071270138025283813e-02,1.643466576933860779e-02,3.482925891876220703e-02,1.865639910101890564e-02,1.181537751108407974e-02,2.214108034968376160e-02,1.904610171914100647e-02,2.186623960733413696e-02,2.653933688998222351e-02,1.798358745872974396e-02,2.297968976199626923e-02,1.814134418964385986e-02,2.187165245413780212e-02,2.972484752535820007e-02,1.916298270225524902e-02,2.677079290151596069e-02,2.148619480431079865e-02,1.933852955698966980e-02
5.686065182089805603e-02,3.372404724359512329e-02,3.096314333379268646e-02,1.599396392703056335e-02,3.104224801063537598e-02,1.527350209653377533e-02,1.437209360301494598e-02,2.275175973773002625e-02,1.761431992053985596e-02,1.390552707016468048e-02,1.972964219748973846e-02,1.791538856923580170e-02,2.061955258250236511e-02,1.640982925891876221e-02,2.525096014142036438e-02,1.862416416406631470e-02,1.978989504277706146e-02,1.633667573332786560e-02,2.441068552434444427e-02,1.614985987544059753e-02
2.912475168704986572e-02,4.121271520853042603e-02,2.773625589907169342e-02,1.646215096116065979e-02,2.564720809459686279e-02,1.646557822823524475e-02,1.436658762395381927e-02,2.624567225575447083e-02,1.897571235895156860e-02,2.057816088199615479e-02,2.110273204743862152e-02,2.025876753032207489e-02,1.724940165877342224e-02,1.778818108141422272e-02,3.142598271369934082e-02,2.235952578485012054e-02,2.334274724125862122e-02,2.081697434186935425e-02,1.889671944081783295e-02,1.826826669275760651e-02
3.934083878993988037e-02,2.866496145725250244e-02,1.995594426989555359e-02,1.624571345746517181e-02,3.084383532404899597e-02,1.339669711887836456e-02,1.024354808032512665e-02,2.311021462082862854e-02,1.295269932597875595e-02,2.352960035204887390e-02,1.983117498457431793e-02,1.501299440860748291e-02,1.990143768489360809e-02,1.419134810566902161e-02,1.603707857429981232e-02,2.240707352757453918e-02,1.880184561014175415e-02,1.592443138360977173e-02,2.281147986650466919e-02,1.537069119513034821e-02
3.556273132562637329e-02,2.896031551063060760e-02,2.015035971999168396e-02,1.268624793738126755e-02,2.468881011009216309e-02,1.434648130089044571e-02,1.248206198215484619e-02,1.911300234496593475e-02,1.540305465459823608e-02,1.680316962301731110e-02,1.578822545707225800e-02,2.116501703858375549e-02,1.550894603133201599e-02,1.359971985220909119e-02,2.177927643060684204e-02,1.643627882003784180e-02,1.427116058766841888e-02,2.110896259546279907e-02,1.880647055804729462e-02,1.869559288024902344e-02
2.499321103096008301e-02,3.119609877467155457e-02,2.357388287782669067e-02,1.270518638193607330e-02,2.553182095289230347e-02,1.287320256233215332e-02,8.706102147698402405e-03,2.162506803870201111e-02,1.431758608669042587e-02,1.609965041279792786e-02,1.909046620130538940e-02,1.500717177987098694e-02,1.635942421853542328e-02,1.527783460915088654e-02,2.267902158200740814e-02,1.668966934084892273e-02,1.573928631842136383e-02,1.811643689870834351e-02,1.714440807700157166e-02,1.994168199598789215e-02
2.779076062142848969e-02,2.868561819195747375e-02,1.811684668064117432e-02,1.353112980723381042e-02,2.625399455428123474e-02,1.580999232828617096e-02,1.357900071889162064e-02,2.248468622565269470e-02,1.843132078647613525e-02,1.675023138523101807e-02,1.627004519104957581e-02,1.515410374850034714e-02,1.874970272183418274e-02,1.123591326177120209e-02,2.191072143614292145e-02,1.651882380247116089e-02,1.460452005267143250e-02,1.551561616361141205e-02,1.606680266559123993e-02,2.300053089857101440e-02
2.617899514734745026e-02,2.880330756306648254e-02,2.028771489858627319e-02,1.444060355424880981e-02,2.414836362004280090e-02,9.481447748839855194e-03,7.724410854279994965e-03,2.113513462245464325e-02,1.336735486984252930e-02,1.651936024427413940e-02,1.688415184617042542e-02,1.660177856683731079e-02,1.554452627897262573e-02,1.425562333315610886e-02,1.980898529291152954e-02,1.197603717446327209e-02,1.637434586882591248e-02,1.576601527631282806e-02,2.020158246159553528e-02,1.552732288837432861e-02
2.192282304167747498e-02,2.756297960877418518e-02,1.478905417025089264e-02,1.183202862739562988e-02,2.283490262925624847e-02,1.109644304960966110e-02,7.657716050744056702e-03,1.838626340031623840e-02,1.502699684351682663e-02,1.244591176509857178e-02,1.663512922823429108e-02,1.539807580411434174e-02,1.737932488322257996e-02,1.360124535858631134e-02,1.824621669948101044e-02,1.424509193748235703e-02,1.391756534576416016e-02,1.367739867419004440e-02,1.677017658948898315e-02,2.338780835270881653e-02
2.529992163181304932e-02,2.538629248738288879e-02,1.745146140456199646e-02,1.233129389584064484e-02,1.998981460928916931e-02,1.558595895767211914e-02,9.838951751589775085e-03,1.278566755354404449e-02,1.370000001043081284e-02,1.964718662202358246e-02,1.379871740937232971e-02,1.528211217373609543e-02,1.652257889509201050e-02,1.334345526993274689e-02,2.014436572790145874e-02,1.365383993834257126e-02,1.281807757914066315e-02,1.464108936488628387e-02,1.299620419740676880e-02,1.631858944892883301e-02
2.150619775056838989e-02,3.204542398452758789e-02,1.695125363767147064e-02,1.105505228042602539e-02,2.001547999680042267e-02,1.175935007631778717e-02,9.119508787989616394e-03,1.721484772861003876e-02,1.071233116090297699e-02,1.590282842516899109e-02,1.666448451578617096e-02,1.779107190668582916e-02,1.535540260374546051e-02,1.123663224279880524e-02,1.523672416806221008e-02,1.698620058596134186e-02,1.888166926801204681e-02,1.596277393400669098e-02,1.626072637736797333e-02,1.442982442677021027e-02
