# 4 MBONs, 5 MBONs, 6 MBONs, 7 MBONs, 8 MBONs, 
1.123574924468994141e+01,3.783338665962219238e-01,7.685018330812454224e-02,1.932096183300018311e-01,1.210182905197143555e+00
2.392883300781250000e+00,2.440055459737777710e-01,4.624941572546958923e-02,1.067549809813499451e-01,6.350709795951843262e-01
1.388407468795776367e+00,1.993123143911361694e-01,2.437586337327957153e-02,8.669093996286392212e-02,4.693520367145538330e-01
6.128568053245544434e-01,1.614196896553039551e-01,2.162744663655757904e-02,6.567226350307464600e-02,3.963271081447601318e-01
6.047741770744323730e-01,9.780079871416091919e-02,3.390215709805488586e-02,5.943468958139419556e-02,1.734215319156646729e-01
3.613718748092651367e-01,1.013505756855010986e-01,1.687310077250003815e-02,4.609781503677368164e-02,2.218736112117767334e-01
4.166730344295501709e-01,9.537855535745620728e-02,2.478327974677085876e-02,3.463057801127433777e-02,2.376017868518829346e-01
2.177356332540512085e-01,8.361026644706726074e-02,2.417993918061256409e-02,2.700965851545333862e-02,1.837425976991653442e-01
1.644279211759567261e-01,6.850667297840118408e-02,1.953030936419963837e-02,3.976238518953323364e-02,1.454829871654510498e-01
1.475228965282440186e-01,4.617632180452346802e-02,2.250125259160995483e-02,3.896961361169815063e-02,8.713532239198684692e-02
1.353679001331329346e-01,5.203021690249443054e-02,2.302754670381546021e-02,1.856421120464801788e-02,1.004920378327369690e-01
7.633314281702041626e-02,6.129139661788940430e-02,1.973819173872470856e-02,3.553760424256324768e-02,1.205809041857719421e-01
1.134634837508201599e-01,5.414603278040885925e-02,1.637925393879413605e-02,3.127910941839218140e-02,7.686305046081542969e-02
8.278991281986236572e-02,5.638633295893669128e-02,1.755748130381107330e-02,2.836705185472965240e-02,5.188515409827232361e-02
8.751435577869415283e-02,5.296068638563156128e-02,9.568476118147373199e-03,2.691193297505378723e-02,9.145246446132659912e-02
7.199732214212417603e-02,4.633025825023651123e-02,1.637309603393077850e-02,2.390214242041110992e-02,4.356978461146354675e-02
5.728223174810409546e-02,4.782426357269287109e-02,2.044788189232349396e-02,2.555878274142742157e-02,4.594329372048377991e-02
6.923110783100128174e-02,5.226619169116020203e-02,1.790625974535942078e-02,2.280389517545700073e-02,7.093370705842971802e-02
5.000365525484085083e-02,4.512066021561622620e-02,2.083194255828857422e-02,2.110556140542030334e-02,4.254619404673576355e-02
6.109151989221572876e-02,3.197646886110305786e-02,1.149457041174173355e-02,2.138572186231613159e-02,5.796888843178749084e-02
5.424543842673301697e-02,4.341922700405120850e-02,1.961751468479633331e-02,2.640927582979202271e-02,4.992869868874549866e-02
6.254884600639343262e-02,3.758220002055168152e-02,2.021111734211444855e-02,2.077632769942283630e-02,4.490604251623153687e-02
5.084610730409622192e-02,4.206175729632377625e-02,1.903466135263442993e-02,2.179207839071750641e-02,4.206681624054908752e-02
4.219480231404304504e-02,3.986848890781402588e-02,2.098993211984634399e-02,2.114097587764263153e-02,3.497720882296562195e-02
4.203444719314575195e-02,3.457057848572731018e-02,2.009488455951213837e-02,2.109934948384761810e-02,2.498139813542366028e-02
5.752973631024360657e-02,3.651482239365577698e-02,1.255593169480562210e-02,1.731439121067523956e-02,3.025353886187076569e-02
4.181241616606712341e-02,3.111517801880836487e-02,1.815260201692581177e-02,1.499070040881633759e-02,4.117272421717643738e-02
4.403669014573097229e-02,3.720774129033088684e-02,1.641349680721759796e-02,1.768867112696170807e-02,3.560728579759597778e-02
5.029918998479843140e-02,2.902319096028804779e-02,1.904630288481712341e-02,2.218521758913993835e-02,2.994075790047645569e-02
4.804622381925582886e-02,2.876754663884639740e-02,1.993018575012683868e-02,1.408434100449085236e-02,2.009671367704868317e-02
3.868628665804862976e-02,3.629050403833389282e-02,1.656268537044525146e-02,2.535230293869972229e-02,2.962242811918258667e-02
4.284995794296264648e-02,2.969373390078544617e-02,1.720937713980674744e-02,1.894598081707954407e-02,3.063092380762100220e-02
4.721010848879814148e-02,3.035755082964897156e-02,1.722472533583641052e-02,2.010155841708183289e-02,2.718779072165489197e-02
4.693251848220825195e-02,3.189617767930030823e-02,1.833727955818176270e-02,2.074098773300647736e-02,2.269189618527889252e-02
5.068206042051315308e-02,3.143077716231346130e-02,1.444510463625192642e-02,2.162733115255832672e-02,2.836132794618606567e-02
3.744659572839736938e-02,3.143192827701568604e-02,1.694899238646030426e-02,1.426003221422433853e-02,3.025437332689762115e-02
4.034326598048210144e-02,2.522026374936103821e-02,1.686819456517696381e-02,2.113379351794719696e-02,2.002261392772197723e-02
3.426139801740646362e-02,2.707329764962196350e-02,1.649851538240909576e-02,2.220200188457965851e-02,2.639875747263431549e-02
3.029982931911945343e-02,2.905614860355854034e-02,1.179097127169370651e-02,1.592445746064186096e-02,1.885247603058815002e-02
3.663899004459381104e-02,2.689004875719547272e-02,1.776031218469142914e-02,1.908813230693340302e-02,2.485678158700466156e-02
4.375471919775009155e-02,2.748100645840167999e-02,2.030375041067600250e-02,2.032528258860111237e-02,2.859985642135143280e-02
3.443455323576927185e-02,2.683486975729465485e-02,1.812402531504631042e-02,1.723670959472656250e-02,2.550907805562019348e-02
3.130295127630233765e-02,2.582930587232112885e-02,1.073167845606803894e-02,1.629750058054924011e-02,2.429040148854255676e-02
4.404609277844429016e-02,2.715603820979595184e-02,1.246478129178285599e-02,1.310088206082582474e-02,2.521740645170211792e-02
3.365264460444450378e-02,2.363201789557933807e-02,1.749023795127868652e-02,1.721597835421562195e-02,2.594713680446147919e-02
3.004067763686180115e-02,2.606768347322940826e-02,1.417903043329715729e-02,1.624910905957221985e-02,2.613866515457630157e-02
2.517423033714294434e-02,2.199801616370677948e-02,1.264718174934387207e-02,1.743719726800918579e-02,1.875088550150394440e-02
3.500821068882942200e-02,2.794248983263969421e-02,9.269102476537227631e-03,1.947052590548992157e-02,1.886299811303615570e-02
3.777873143553733826e-02,1.986699551343917847e-02,1.550859119743108749e-02,2.187574096024036407e-02,2.457899972796440125e-02
3.071759827435016632e-02,2.127769775688648224e-02,1.466658245772123337e-02,2.204774506390094757e-02,1.317644212394952774e-02
2.100848779082298279e-02,2.417491562664508820e-02,1.650971919298171997e-02,1.580422185361385345e-02,2.274259366095066071e-02
2.960921637713909149e-02,2.450423501431941986e-02,1.738803461194038391e-02,1.537080109119415283e-02,2.323657087981700897e-02
3.126232326030731201e-02,2.381182461977005005e-02,1.361259631812572479e-02,1.674485206604003906e-02,1.768606342375278473e-02
2.291558869183063507e-02,2.325379289686679840e-02,1.786284707486629486e-02,1.398585736751556396e-02,1.851944997906684875e-02
3.015902079641819000e-02,2.433205395936965942e-02,1.172362733632326126e-02,1.517854537814855576e-02,1.466012187302112579e-02
2.128112316131591797e-02,2.674726210534572601e-02,1.474787760525941849e-02,1.760779507458209991e-02,1.866753026843070984e-02
3.459789976477622986e-02,2.257955633103847504e-02,1.471411343663930893e-02,1.784094609320163727e-02,1.743948645889759064e-02
4.286000505089759827e-02,2.401065826416015625e-02,1.143555808812379837e-02,1.873746328055858612e-02,2.371207810938358307e-02
2.371365949511528015e-02,2.257307060062885284e-02,1.344330515712499619e-02,1.352479495108127594e-02,2.490609697997570038e-02
3.018499724566936493e-02,1.979915238916873932e-02,1.150219794362783432e-02,1.430462952703237534e-02,1.487730722874403000e-02
3.506876528263092041e-02,1.893362402915954590e-02,1.231845747679471970e-02,1.709607429802417755e-02,2.082429639995098114e-02
3.130458295345306396e-02,2.565345913171768188e-02,1.104111131280660629e-02,1.747287996113300323e-02,1.576204039156436920e-02
3.072948940098285675e-02,2.018472924828529358e-02,1.271935924887657166e-02,1.351942680776119232e-02,1.864007301628589630e-02
3.239094465970993042e-02,2.539329975843429565e-02,1.483888551592826843e-02,1.433776039630174637e-02,1.686651445925235748e-02
3.005439601838588715e-02,2.522514387965202332e-02,1.227339450269937515e-02,1.829282380640506744e-02,1.847966201603412628e-02
2.801833860576152802e-02,2.225395664572715759e-02,1.513831410557031631e-02,1.765904389321804047e-02,1.637355796992778778e-02
2.335164137184619904e-02,2.163005806505680084e-02,1.003205496817827225e-02,1.607816480100154877e-02,1.902580633759498596e-02
3.599771112203598022e-02,2.472466230392456055e-02,1.013536751270294189e-02,1.984288357198238373e-02,1.899724081158638000e-02
2.213176153600215912e-02,2.419514022767543793e-02,1.418423280119895935e-02,1.584572531282901764e-02,1.450192276388406754e-02
3.506173938512802124e-02,2.040035277605056763e-02,1.222624536603689194e-02,1.479169260710477829e-02,1.733703725039958954e-02
2.205530181527137756e-02,2.169483527541160583e-02,8.787342347204685211e-03,1.421885285526514053e-02,2.084007300436496735e-02
3.029813244938850403e-02,2.114185318350791931e-02,1.351620350033044815e-02,1.037119142711162567e-02,1.635998301208019257e-02
2.863057889044284821e-02,2.001180872321128845e-02,1.040738914161920547e-02,1.766740903258323669e-02,1.995481364428997040e-02
2.608598582446575165e-02,2.257576398551464081e-02,8.078680373728275299e-03,1.582786999642848969e-02,1.528969593346118927e-02
2.675636857748031616e-02,2.412523888051509857e-02,9.720223024487495422e-03,1.495794672518968582e-02,1.364240515977144241e-02
1.836507394909858704e-02,2.087959647178649902e-02,8.680202998220920563e-03,1.454553101211786270e-02,1.874637603759765625e-02
3.203664347529411316e-02,2.358214929699897766e-02,1.041458174586296082e-02,1.198713015764951706e-02,1.969850994646549225e-02
2.923267334699630737e-02,1.653035171329975128e-02,9.365103207528591156e-03,1.391431968659162521e-02,1.785117760300636292e-02
2.694994956254959106e-02,2.183189056813716888e-02,8.035355247557163239e-03,1.219685561954975128e-02,2.076360955834388733e-02
2.415764518082141876e-02,1.835150271654129028e-02,1.032908074557781219e-02,2.130083367228507996e-02,1.893240772187709808e-02
1.609004475176334381e-02,1.847047917544841766e-02,1.206144224852323532e-02,1.580002158880233765e-02,1.696384325623512268e-02
2.961194142699241638e-02,2.000260725617408752e-02,1.238083280622959137e-02,1.467557810246944427e-02,1.769009791314601898e-02
2.929751016199588776e-02,1.857722923159599304e-02,1.051264815032482147e-02,1.538455858826637268e-02,1.606633141636848450e-02
