# 5 MBONs, 6 MBONs, 7 MBONs, 8 MBONs, 9 MBONs, 10 MBONs, 
3.998394683003425598e-02,2.763903737068176270e-01,4.451805353164672852e-02,5.909319519996643066e-01,2.040812522172927856e-01,3.094911277294158936e-01
2.399444021284580231e-02,2.404088228940963745e-01,4.686850681900978088e-02,3.407560884952545166e-01,7.242990285158157349e-02,9.479360282421112061e-02
2.046531811356544495e-02,2.129502743482589722e-01,2.918174676597118378e-02,1.839357167482376099e-01,5.628865584731101990e-02,1.159692183136940002e-01
2.568382024765014648e-02,1.828778833150863647e-01,3.655346855521202087e-02,1.617235839366912842e-01,5.478037893772125244e-02,7.792995870113372803e-02
2.450520172715187073e-02,1.722991168498992920e-01,2.355092205107212067e-02,1.140416041016578674e-01,4.684785753488540649e-02,5.297249555587768555e-02
2.199456654489040375e-02,1.576588004827499390e-01,2.611867152154445648e-02,8.892259001731872559e-02,5.862778797745704651e-02,4.226330295205116272e-02
2.307959645986557007e-02,1.425992399454116821e-01,2.862112596631050110e-02,8.342615514993667603e-02,3.761491924524307251e-02,4.688523337244987488e-02
1.895476505160331726e-02,1.129568442702293396e-01,1.912440173327922821e-02,5.851461738348007202e-02,4.543060436844825745e-02,3.345250338315963745e-02
2.435724623501300812e-02,1.475050300359725952e-01,3.123008832335472107e-02,5.649232119321823120e-02,4.007953405380249023e-02,4.101407155394554138e-02
2.429276704788208008e-02,1.236757785081863403e-01,1.763810403645038605e-02,4.515858367085456848e-02,3.006025403738021851e-02,3.386292606592178345e-02
2.242751233279705048e-02,1.185769960284233093e-01,2.082860097289085388e-02,3.473669290542602539e-02,2.829905971884727478e-02,3.336769342422485352e-02
2.079552225768566132e-02,1.122464016079902649e-01,2.302625775337219238e-02,3.536088764667510986e-02,2.732485160231590271e-02,2.921588905155658722e-02
2.007449790835380554e-02,1.190239191055297852e-01,1.950878277420997620e-02,4.047616943717002869e-02,3.769222274422645569e-02,2.807646617293357849e-02
2.583045698702335358e-02,1.211626902222633362e-01,2.220874093472957611e-02,2.966016903519630432e-02,3.080472722649574280e-02,2.279710955917835236e-02
2.494937181472778320e-02,1.075673028826713562e-01,1.902503892779350281e-02,3.192924335598945618e-02,3.300312906503677368e-02,2.306419797241687775e-02
2.332732081413269043e-02,9.364173561334609985e-02,2.221412397921085358e-02,2.197572216391563416e-02,3.684284165501594543e-02,2.502954378724098206e-02
2.104588598012924194e-02,9.847656637430191040e-02,1.653555966913700104e-02,2.652557007968425751e-02,2.663361467421054840e-02,2.297068946063518524e-02
1.715079136192798615e-02,8.967474102973937988e-02,1.944693922996520996e-02,2.112249657511711121e-02,2.607709169387817383e-02,1.849666424095630646e-02
2.434192411601543427e-02,7.726478576660156250e-02,1.530604064464569092e-02,2.217595651745796204e-02,2.600595541298389435e-02,2.090412005782127380e-02
1.652850210666656494e-02,7.312512397766113281e-02,1.852291822433471680e-02,2.134970203042030334e-02,2.860424667596817017e-02,2.099833823740482330e-02
1.973704434931278229e-02,9.565278142690658569e-02,1.851885579526424408e-02,1.886414922773838043e-02,3.264550492167472839e-02,2.154662273824214935e-02
1.840927451848983765e-02,8.789248019456863403e-02,2.025206759572029114e-02,1.776474714279174805e-02,3.196217492222785950e-02,2.103707194328308105e-02
1.933645457029342651e-02,7.823962718248367310e-02,1.781224273145198822e-02,1.930312998592853546e-02,2.985657937824726105e-02,1.805958896875381470e-02
1.917230896651744843e-02,7.270587980747222900e-02,1.750449091196060181e-02,1.915432885289192200e-02,2.780243568122386932e-02,1.835714839398860931e-02
2.112619020044803619e-02,7.029115408658981323e-02,1.875116117298603058e-02,1.661501638591289520e-02,2.443753927946090698e-02,1.547032687813043594e-02
1.972482167184352875e-02,6.705458462238311768e-02,1.878100633621215820e-02,1.834207400679588318e-02,2.707012929022312164e-02,1.693052239716053009e-02
2.066909894347190857e-02,7.173943519592285156e-02,1.577599905431270599e-02,1.970712654292583466e-02,3.368937224149703979e-02,1.722687110304832458e-02
1.943322457373142242e-02,5.999546870589256287e-02,1.512453611940145493e-02,1.643979363143444061e-02,2.750822342932224274e-02,1.750096492469310760e-02
1.447360869497060776e-02,6.733056902885437012e-02,1.918442174792289734e-02,1.803987845778465271e-02,2.878558449447154999e-02,1.775483414530754089e-02
1.625703461468219757e-02,6.624459475278854370e-02,1.379518117755651474e-02,1.432217285037040710e-02,2.875540964305400848e-02,1.562882028520107269e-02
